head,policy,budget,threshold,calibration_clean_false_prune_rate,n_trajectories,n_primary_trajectories,n_clean,n_monotone_error,n_recovery,clean_false_prune_rate,pre_error_false_prune_rate,error_coverage,detection_at_0,detection_at_1,detection_at_2,mean_detection_delay,median_detection_delay,theoretical_step_saving_rate,safe_step_saving_rate,error_only_safe_saving_rate,oracle_step_saving_rate,oracle_efficiency_ratio,recovery_prune_rate,clean_false_prune_rate_ci_low,clean_false_prune_rate_ci_high,pre_error_false_prune_rate_ci_low,pre_error_false_prune_rate_ci_high,error_coverage_ci_low,error_coverage_ci_high,detection_at_0_ci_low,detection_at_0_ci_high,detection_at_1_ci_low,detection_at_1_ci_high,detection_at_2_ci_low,detection_at_2_ci_high,safe_step_saving_rate_ci_low,safe_step_saving_rate_ci_high,oracle_efficiency_ratio_ci_low,oracle_efficiency_ratio_ci_high
attention,single_low,0.1,-7.71911096572876,0.09957325746799431,2220,2011,675,1336,209,0.10962962962962963,0.030688622754491017,0.5134730538922155,0.1339820359281437,0.28218562874251496,0.39146706586826346,1.7274051904678345,1.0,0.2653240700026383,0.2242546829654384,0.31349889353331695,0.4512355993316331,0.49697914636523094,0.8564593301435407,,,,,,,,,,,,,,,,
attention,two_consecutive,0.01,-9.158287048339844,0.00995732574679943,2220,2011,675,1336,209,0.01925925925925926,0.0014970059880239522,0.12125748502994012,0.0014970059880239522,0.005239520958083832,0.023203592814371257,4.635802268981934,4.0,0.04977574531703456,0.04432327851552194,0.06196213425129088,0.4512355993316331,0.09822646657571624,0.06220095693779904,,,,,,,,,,,,,,,,
attention,two_consecutive,0.05,-8.044537544250488,0.049786628733997154,2220,2011,675,1336,209,0.044444444444444446,0.0037425149700598802,0.281437125748503,0.009730538922155689,0.06736526946107785,0.1309880239520958,2.875,3.0,0.14422654120130154,0.13041948817166477,0.18232112121957217,0.4512355993316331,0.28902748002338724,0.1291866028708134,,,,,,,,,,,,,,,,
attention,two_consecutive,0.1,-6.735736846923828,0.09957325746799431,2220,2011,675,1336,209,0.10518518518518519,0.023203592814371257,0.44610778443113774,0.027694610778443114,0.2252994011976048,0.3338323353293413,1.9278523921966553,1.0,0.23401635740040455,0.19593703280274383,0.27391197442832554,0.4512355993316331,0.43422334827519005,0.22966507177033493,,,,,,,,,,,,,,,,
attention_pe,single_low,0.01,-9.217748641967773,0.00995732574679943,2220,2011,675,1336,209,0.0044444444444444444,0.0014970059880239522,0.156437125748503,0.01122754491017964,0.030688622754491017,0.05763473053892216,3.899521589279175,4.0,0.06938703719989447,0.06780406296719725,0.0947873125153676,0.4512355993316331,0.15026310660689923,0.7320574162679426,,,,,,,,,,,,,,,,
attention_pe,single_low,0.05,-7.844517707824707,0.049786628733997154,2220,2011,675,1336,209,0.07407407407407407,0.02245508982035928,0.41092814371257486,0.07859281437125748,0.18712574850299402,0.2717065868263473,2.3132967948913574,2.0,0.20455544806965087,0.17439099463547622,0.24379149250061471,0.4512355993316331,0.3864743714675502,0.8516746411483254,0.054814815521240234,0.09481481462717056,0.014970059506595135,0.02994011901319027,0.38547903299331665,0.4371257424354553,0.06510104238986969,0.09356287121772766,0.16616766154766083,0.2103293389081955,0.24775448441505432,0.2971556782722473,0.15899419784545898,0.18993408977985382,0.35817933082580566,0.4155329167842865
attention_pe,single_low,0.1,-7.302070617675781,0.09957325746799431,2220,2011,675,1336,209,0.11555555555555555,0.03592814371257485,0.5074850299401198,0.1339820359281437,0.2791916167664671,0.3884730538922156,1.7713863849639893,1.0,0.2653240700026383,0.21871427315099815,0.3057536267519056,0.4512355993316331,0.4847008380432664,0.9090909090909091,,,,,,,,,,,,,,,,
attention_pe,two_consecutive,0.01,-8.894469261169434,0.00995732574679943,2220,2011,675,1336,209,0.002962962962962963,0.0,0.08982035928143713,0.0007485029940119761,0.0029940119760479044,0.016467065868263474,4.375,4.0,0.034649547093483425,0.03438571805470055,0.04806983034177526,0.4512355993316331,0.07620346910933541,0.08133971291866028,,,,,,,,,,,,,,,,
attention_pe,two_consecutive,0.05,-7.282586097717285,0.049786628733997154,2220,2011,675,1336,209,0.056296296296296296,0.015718562874251496,0.3278443113772455,0.010479041916167664,0.09131736526946108,0.17889221556886228,2.767123222351074,2.0,0.1597045114765632,0.13771875824465746,0.19252520285222524,0.4512355993316331,0.3052036640031183,0.18181818181818182,,,,,,,,,,,,,,,,
attention_pe,two_consecutive,0.1,-6.6809492111206055,0.09957325746799431,2220,2011,675,1336,209,0.10814814814814815,0.025449101796407185,0.4124251497005988,0.02619760479041916,0.16467065868263472,0.281437125748503,2.2413792610168457,2.0,0.21334974936241316,0.17491865271304194,0.24452913695598721,0.4512355993316331,0.3876437341648801,0.24401913875598086,,,,,,,,,,,,,,,,
