head,policy,budget,threshold,calibration_clean_false_prune_rate,n_trajectories,n_primary_trajectories,n_clean,n_monotone_error,n_recovery,clean_false_prune_rate,pre_error_false_prune_rate,error_coverage,detection_at_0,detection_at_1,detection_at_2,mean_detection_delay,median_detection_delay,theoretical_step_saving_rate,safe_step_saving_rate,error_only_safe_saving_rate,oracle_step_saving_rate,oracle_efficiency_ratio,recovery_prune_rate,clean_false_prune_rate_ci_low,clean_false_prune_rate_ci_high,pre_error_false_prune_rate_ci_low,pre_error_false_prune_rate_ci_high,error_coverage_ci_low,error_coverage_ci_high,detection_at_0_ci_low,detection_at_0_ci_high,detection_at_1_ci_low,detection_at_1_ci_high,detection_at_2_ci_low,detection_at_2_ci_high,safe_step_saving_rate_ci_low,safe_step_saving_rate_ci_high,oracle_efficiency_ratio_ci_low,oracle_efficiency_ratio_ci_high
gru,single_low,0.1,-6.484216690063477,0.09957325746799431,2220,2011,675,1336,209,0.09925925925925926,0.016467065868263474,0.37649700598802394,0.035179640718562874,0.09131736526946108,0.18338323353293412,2.8687872886657715,3.0,0.188198047665113,0.16023216955412892,0.223998032948119,0.4512355993316331,0.35509647242252973,0.9282296650717703,,,,,,,,,,,,,,,,
gru,two_consecutive,0.01,-8.251678466796875,0.00995732574679943,2220,2011,675,1336,209,0.005925925925925926,0.0007485029940119761,0.04341317365269461,0.0,0.0014970059880239522,0.0014970059880239522,7.534482955932617,7.0,0.011520534693518599,0.010729047577169994,0.01499877059257438,0.4512355993316331,0.023777041512375755,0.0861244019138756,,,,,,,,,,,,,,,,
gru,two_consecutive,0.05,-7.036983013153076,0.049786628733997154,2220,2011,675,1336,209,0.05333333333333334,0.0037425149700598802,0.20434131736526945,0.005988023952095809,0.011976047904191617,0.021706586826347306,4.487179279327393,4.0,0.08231466010025504,0.07061823938088119,0.09872141627735431,0.4512355993316331,0.15649970765932567,0.14832535885167464,,,,,,,,,,,,,,,,
gru,two_consecutive,0.1,-5.57820987701416,0.09957325746799431,2220,2011,675,1336,209,0.0962962962962963,0.01122754491017964,0.2911676646706587,0.014221556886227544,0.030688622754491017,0.08083832335329341,3.696658134460449,3.0,0.14035704863248616,0.11652449212910035,0.16289648389476272,0.4512355993316331,0.2582342623270318,0.23923444976076555,,,,,,,,,,,,,,,,
attention,single_low,0.01,-8.964751243591309,0.00995732574679943,2220,2011,675,1336,209,0.014814814814814815,0.0014970059880239522,0.05913173652694611,0.008233532934131737,0.03967065868263473,0.05089820359281437,1.5822784900665283,1.0,0.04634596781285727,0.04010201389499604,0.056060978608310795,0.4512355993316331,0.08887156499707659,0.06220095693779904,,,,,,,,,,,,,,,,
attention,single_low,0.05,-8.195852279663086,0.049786628733997154,2220,2011,675,1336,209,0.06962962962962962,0.02694610778443114,0.18488023952095808,0.058383233532934134,0.1309880239520958,0.1594311377245509,1.2672064304351807,1.0,0.17403922258376572,0.13270600650778297,0.1855175805261864,0.4512355993316331,0.2940947183784837,0.23444976076555024,0.05037036910653114,0.09037037193775177,0.018712574616074562,0.03517964109778404,0.1646706610918045,0.20508982241153717,0.04565868154168129,0.07035928219556808,0.11302395164966583,0.14895209670066833,0.14071856439113617,0.17889221012592316,0.1167273223400116,0.14811764657497406,0.26176396012306213,0.32460451126098633
attention,single_low,0.1,-7.616709232330322,0.09957325746799431,2220,2011,675,1336,209,0.10962962962962963,0.04790419161676647,0.24476047904191617,0.11826347305389222,0.19910179640718562,0.218562874251497,1.0428134202957153,1.0,0.25213261806349485,0.17808460117843639,0.24895500368822227,0.4512355993316331,0.3946599103488599,0.4258373205741627,,,,,,,,,,,,,,,,
attention,two_consecutive,0.01,-8.910124778747559,0.00995732574679943,2220,2011,675,1336,209,0.013333333333333334,0.002245508982035928,0.050149700598802395,0.0,0.005988023952095809,0.03218562874251497,2.611940383911133,2.0,0.03561692023568727,0.030164453434174655,0.04216867469879518,0.4512355993316331,0.06684856753069578,0.009569377990430622,,,,,,,,,,,,,,,,
attention,two_consecutive,0.05,-7.945712566375732,0.049786628733997154,2220,2011,675,1336,209,0.06814814814814815,0.01721556886227545,0.17589820359281438,0.006736526946107785,0.08233532934131736,0.14146706586826346,1.7744680643081665,2.0,0.14369888312373583,0.11107202532758773,0.15527415785591345,0.4512355993316331,0.24615084778795557,0.08133971291866028,,,,,,,,,,,,,,,,
attention,two_consecutive,0.1,-7.034480094909668,0.09957325746799431,2220,2011,675,1336,209,0.12,0.036676646706586824,0.25299401197604793,0.021706586826347306,0.16092814371257486,0.22380239520958084,1.5502958297729492,1.0,0.21941781725441914,0.15988039750241842,0.22350626997787065,0.4512355993316331,0.35431689729097643,0.17703349282296652,,,,,,,,,,,,,,,,
