head,policy,budget,threshold,calibration_clean_false_prune_rate,n_trajectories,n_primary_trajectories,n_clean,n_monotone_error,n_recovery,clean_false_prune_rate,pre_error_false_prune_rate,error_coverage,detection_at_0,detection_at_1,detection_at_2,mean_detection_delay,median_detection_delay,theoretical_step_saving_rate,safe_step_saving_rate,error_only_safe_saving_rate,oracle_step_saving_rate,oracle_efficiency_ratio,recovery_prune_rate,clean_false_prune_rate_ci_low,clean_false_prune_rate_ci_high,pre_error_false_prune_rate_ci_low,pre_error_false_prune_rate_ci_high,error_coverage_ci_low,error_coverage_ci_high,detection_at_0_ci_low,detection_at_0_ci_high,detection_at_1_ci_low,detection_at_1_ci_high,detection_at_2_ci_low,detection_at_2_ci_high,safe_step_saving_rate_ci_low,safe_step_saving_rate_ci_high,oracle_efficiency_ratio_ci_low,oracle_efficiency_ratio_ci_high
mlp,two_consecutive,0.05,-6.255011558532715,0.049786628733997154,2220,2011,675,1336,209,0.05333333333333334,0.0074850299401197605,0.2911676646706587,0.012724550898203593,0.08832335329341318,0.1534431137724551,3.071979522705078,2.0,0.13763081523172985,0.1225046170081787,0.1712564543889845,0.4512355993316331,0.27148703956343795,0.2822966507177033,,,,,,,,,,,,,,,,
mlp,two_consecutive,0.1,-5.133827209472656,0.09957325746799431,2220,2011,675,1336,209,0.11851851851851852,0.02844311377245509,0.41916167664670656,0.033682634730538924,0.22305389221556887,0.3031437125748503,2.0607142448425293,1.0,0.2123823762202093,0.17755694310087064,0.24821735923284977,0.4512355993316331,0.3934905476515299,0.37320574162679426,,,,,,,,,,,,,,,,
cnn,single_low,0.01,-9.263949394226074,0.00995732574679943,2220,2011,675,1336,209,0.008888888888888889,0.01347305389221557,0.11302395209580839,0.015718562874251496,0.035179640718562874,0.05089820359281437,3.9801323413848877,3.0,0.04045378594670653,0.0345616040805558,0.048315711826899435,0.4512355993316331,0.07659325667511206,0.4880382775119617,,,,,,,,,,,,,,,,
cnn,single_low,0.05,-7.788026809692383,0.049786628733997154,2220,2011,675,1336,209,0.05333333333333334,0.030688622754491017,0.3166167664670659,0.04940119760479042,0.10778443113772455,0.1751497005988024,3.3191490173339844,2.0,0.099815319672852,0.08389763433295225,0.11728546840422917,0.4512355993316331,0.18592866887546286,0.6794258373205742,0.0385185182094574,0.07111111283302307,0.021706586703658104,0.040419161319732666,0.2918974459171295,0.34206587076187134,0.038173653185367584,0.06212574988603592,0.0928143709897995,0.12574850022792816,0.15568862855434418,0.19610778987407684,0.0726587325334549,0.0951882004737854,0.16313377022743225,0.20931147038936615
cnn,single_low,0.1,-7.035236835479736,0.09957325746799431,2220,2011,675,1336,209,0.1111111111111111,0.051646706586826345,0.4648203592814371,0.0718562874251497,0.17140718562874252,0.2747005988023952,2.8985507488250732,2.0,0.16682789552370064,0.1362237270248879,0.19043521022866977,0.4512355993316331,0.3018904696940168,0.7272727272727273,,,,,,,,,,,,,,,,
cnn,two_consecutive,0.01,-7.698660373687744,0.00995732574679943,2220,2011,675,1336,209,0.017777777777777778,0.005239520958083832,0.1467065868263473,0.006736526946107785,0.0187125748502994,0.033682634730538924,4.352040767669678,3.0,0.03790343857180547,0.03447366106762818,0.04819277108433735,0.4512355993316331,0.07639836289222374,0.11961722488038277,,,,,,,,,,,,,,,,
cnn,two_consecutive,0.05,-6.493894100189209,0.049786628733997154,2220,2011,675,1336,209,0.06814814814814815,0.015718562874251496,0.3413173652694611,0.027694610778443114,0.07035928143712575,0.1317365269461078,3.3662281036376953,3.0,0.11186351244393633,0.09752880133673379,0.13634128350135236,0.4512355993316331,0.21613720522315338,0.215311004784689,,,,,,,,,,,,,,,,
cnn,two_consecutive,0.1,-5.838825702667236,0.09957325746799431,2220,2011,675,1336,209,0.10962962962962963,0.025449101796407185,0.4318862275449102,0.04940119760479042,0.11826347305389222,0.21931137724550898,2.6880416870117188,2.0,0.16506903526514818,0.1398293905549204,0.19547578067371527,0.4512355993316331,0.30988111479243813,0.2631578947368421,,,,,,,,,,,,,,,,
gru,single_low,0.01,-9.41906452178955,0.00995732574679943,2220,2011,675,1336,209,0.011851851851851851,0.0007485029940119761,0.15119760479041916,0.01122754491017964,0.021706586826347306,0.0374251497005988,4.945544719696045,5.0,0.05848210359686923,0.05689912936417202,0.07954266043766904,0.4512355993316331,0.12609627752874683,0.6411483253588517,,,,,,,,,,,,,,,,
gru,single_low,0.05,-6.98250150680542,0.049786628733997154,2220,2011,675,1336,209,0.06074074074074074,0.015718562874251496,0.4214071856287425,0.05538922155688623,0.1279940119760479,0.20808383233532934,3.0657193660736084,3.0,0.16489314923929294,0.15126198223551138,0.21145807720678633,0.4512355993316331,0.3352173065679205,0.9043062200956937,0.04296296462416649,0.07851851731538773,0.009711827151477337,0.023203592747449875,0.39520958065986633,0.44760480523109436,0.04266466945409775,0.06736526638269424,0.11075972765684128,0.14670658111572266,0.18637724220752716,0.23053891956806183,0.1376609355211258,0.16537579894065857,0.31026819348335266,0.36130979657173157
gru,single_low,0.1,-5.892603397369385,0.09957325746799431,2220,2011,675,1336,209,0.1037037037037037,0.03817365269461078,0.5247005988023952,0.09955089820359281,0.21706586826347304,0.3323353293413174,2.343794584274292,2.0,0.23331281329698356,0.20262070178524316,0.28325547086304403,0.4512355993316331,0.4490352757747028,0.9617224880382775,,,,,,,,,,,,,,,,
gru,two_consecutive,0.01,-8.870537757873535,0.00995732574679943,2220,2011,675,1336,209,0.008888888888888889,0.0,0.08682634730538923,0.0007485029940119761,0.002245508982035928,0.004491017964071856,5.939655303955078,6.0,0.018116260663090317,0.017412716559669333,0.024342267027292846,0.4512355993316331,0.03858896901188852,0.07655502392344497,,,,,,,,,,,,,,,,
gru,two_consecutive,0.05,-5.921774864196777,0.049786628733997154,2220,2011,675,1336,209,0.0637037037037037,0.01122754491017964,0.36601796407185627,0.020209580838323353,0.0718562874251497,0.14820359281437126,3.3312883377075195,3.0,0.12690176765455985,0.11344648667663354,0.15859355790508975,0.4512355993316331,0.25141297992594036,0.22488038277511962,,,,,,,,,,,,,,,,
